Model,Accuracy,Norm_acc,Overall_logits_mean,Overall_logits_std,ECE_logits,Task,Num_choices,Model_name,Prompt,Model_family,Model_version,Model_type,Model_size
Qwen3-4B-Base_base_new_56,0.815,0.6299999999999999,0.821669839322567,0.135926779133521,0.0336785921454429,QQP,2,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.7766497461928934,0.5532994923857868,0.9025770111132394,0.1425285614846347,0.1338227975186962,QQP,2,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,0.82,0.6399999999999999,0.8166267997026444,0.152389461153994,0.0401363116502761,QQP,2,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,0.7971014492753623,0.5942028985507246,0.807572069807329,0.1686390764530074,0.0545437694459721,QQP,2,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,0.78,0.56,0.815178205370903,0.1564612440445648,0.051148442029953,QQP,2,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.57,0.1399999999999999,0.5605504874885082,0.0461752986109863,0.019280617982149,QQP,2,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.585,0.1699999999999999,0.548060247451067,0.0398724482425442,0.0469271422922611,QQP,2,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.555,0.1100000000000001,0.5467013432085515,0.0374678839724136,0.0253848911821842,QQP,2,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.58,0.1599999999999999,0.558140367269516,0.0437775121730392,0.0613094490766524,QQP,2,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
Mistral-7B-v0.3_base_45,0.555,0.1100000000000001,0.5467013493180275,0.0374678910496877,0.0253848907351493,QQP,2,Mistral-7B-v0.3,base_45,mistral,0.3,base,7
Mistral-7B-v0.3_base_new_56,0.58,0.1599999999999999,0.5581403756141663,0.0437775127365844,0.0613094538450241,QQP,2,Mistral-7B-v0.3,base_new_56,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_45,0.57,0.1399999999999999,0.5712025213241577,0.0655063706153809,0.0558486473560333,QQP,2,Mistral-Nemo-Base-2407,base_45,mistral,nemo,base,12
Mistral-Nemo-Base-2407_base_new_56,0.565,0.1299999999999999,0.5551029205322265,0.048417668808634,0.0348553079366683,QQP,2,Mistral-Nemo-Base-2407,base_new_56,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_45,0.675,0.3500000000000001,0.5599969486892223,0.0597930697854512,0.1379669730365275,QQP,2,Mixtral-8x7B-v0.1,base_45,mistral,0.1,base,13
Mixtral-8x7B-v0.1_base_new_56,0.665,0.33,0.5489644698798657,0.053417686497741,0.1160355301201344,QQP,2,Mixtral-8x7B-v0.1,base_new_56,mistral,0.1,base,13
Llama-2-7b-hf_base_45,0.49,-0.02,0.5303963042795659,0.0363552746997497,0.0772463922202586,QQP,2,Llama-2-7b-hf,base_45,llama,2,base,7
Llama-2-7b-hf_base_new_56,0.48,-0.04,0.5309092171490193,0.0389924733175618,0.056307858377695,QQP,2,Llama-2-7b-hf,base_new_56,llama,2,base,7
Llama-2-13b-hf_base_45,0.54,0.08,0.5577216659486294,0.0577605179151507,0.0454719592630863,QQP,2,Llama-2-13b-hf,base_45,llama,2,base,13
Llama-2-13b-hf_base_new_56,0.51,0.02,0.5580554986000061,0.0522919375901569,0.0587578231096267,QQP,2,Llama-2-13b-hf,base_new_56,llama,2,base,13
Llama-3.1-8B_base_45,0.515,0.03,0.5639922969043255,0.0527831046396932,0.0489922969043254,QQP,2,Llama-3.1-8B,base_45,llama,3.1,base,8
Llama-3.1-8B_base_new_56,0.56,0.1200000000000001,0.5416672924160957,0.0396668550200461,0.0183327075839043,QQP,2,Llama-3.1-8B,base_new_56,llama,3.1,base,8
Meta-Llama-3-8B_base_45,0.545,0.09,0.5648017586767673,0.0504450264214773,0.0490694843232631,QQP,2,Meta-Llama-3-8B,base_45,llama,3,base,8
Meta-Llama-3-8B_base_new_56,0.53,0.06,0.5371867974102497,0.0360592682536391,0.0241707949340343,QQP,2,Meta-Llama-3-8B,base_new_56,llama,3,base,8
Llama-3.2-3B_base_45,0.445,-0.1099999999999999,0.5718583352863789,0.0613045721776487,0.1268583352863788,QQP,2,Llama-3.2-3B,base_45,llama,3.2,base,3
Llama-3.2-3B_base_new_56,0.47,-0.06,0.5769516119360923,0.0791805063452576,0.1069516119360923,QQP,2,Llama-3.2-3B,base_new_56,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_2,0.67,0.3400000000000001,0.9548315570753972,0.0955054779300132,0.2857054158308394,QQP,2,Qwen2.5-3B-Instruct,instruct_2,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_2,0.7135678391959799,0.4271356783919597,0.9593537252628296,0.0898503460904287,0.2679383148237473,QQP,2,Qwen2.5-7B-Instruct,instruct_2,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_2,0.815,0.6299999999999999,0.9854357669569406,0.066803784449038,0.1841168045652393,QQP,2,Qwen2.5-14B-Instruct,instruct_2,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_2,0.8020304568527918,0.6040609137055837,0.9940213782031936,0.0359078895267322,0.1978643324278142,QQP,2,Qwen3-4B-Instruct-2507,instruct_2,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_2,0.515,0.03,0.7316662905733896,0.140615849666745,0.2166662905733897,QQP,2,Mistral-7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_2,0.6633165829145728,0.3266331658291457,0.9886499484619888,0.0591031145811119,0.3286966198062844,QQP,2,Mistral-7B-Instruct-v0.2,instruct_2,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_2,0.7788944723618091,0.5577889447236182,0.9464654608982144,0.1095611578015145,0.1794928026116352,QQP,2,Mistral-7B-Instruct-v0.3,instruct_2,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_2,0.64,0.28,0.7136520043256795,0.1265480481755967,0.0904714426297427,QQP,2,Mistral-Nemo-Instruct-2407,instruct_2,mistral,nemo,instruct,12
Mixtral-8x7B-Instruct-v0.1_instruct_2,0.7379679144385026,0.4759358288770052,0.9938711674603072,0.0395439633110779,0.2679270334572647,QQP,2,Mixtral-8x7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,13
Llama-2-7b-chat-hf_instruct_2,0.5408163265306123,0.0816326530612245,0.8953791573669234,0.1496065394623756,0.3545628308363112,QQP,2,Llama-2-7b-chat-hf,instruct_2,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_2,0.7777777777777778,0.5555555555555556,0.929956289502016,0.0962643361197119,0.2775391010309513,QQP,2,Llama-2-13b-chat-hf,instruct_2,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_2,0.535,0.07,0.8737760891040458,0.1242079904385294,0.344783164940552,QQP,2,Meta-Llama-3.1-8B-Instruct,instruct_2,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_2,0.542713567839196,0.085427135678392,0.7030967650426925,0.1364667459763109,0.1974843950074049,QQP,2,Llama-3.2-3B-Instruct,instruct_2,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_2,0.592964824120603,0.185929648241206,0.9224525777239988,0.1267712301358758,0.3294877536033957,QQP,2,Meta-Llama-3-8B-Instruct,instruct_2,llama,3,instruct,8
Qwen2.5-3B_base_withoutConfidence,0.825,0.6499999999999999,0.8523868030309677,0.1462278223917173,0.0620024371147156,QQP,2,Qwen2.5-3B,base_withoutConfidence,qwen,2.5,base,3
Qwen2.5-7B_base_withoutConfidence,0.875,0.75,0.7914150124788284,0.1496881741916302,0.0835849875211715,QQP,2,Qwen2.5-7B,base_withoutConfidence,qwen,2.5,base,7
Qwen2.5-14B_base_withoutConfidence,0.835,0.6699999999999999,0.8599214044213295,0.1447421352500287,0.0352489081025123,QQP,2,Qwen2.5-14B,base_withoutConfidence,qwen,2.5,base,14
Qwen3-4B-Base_base_withoutConfidence,0.795,0.5900000000000001,0.8568910163640976,0.1397996742802315,0.0731951832771301,QQP,2,Qwen3-4B-Base,base_withoutConfidence,qwen,3,base,4
Qwen3-8B-Base_base_withoutConfidence,0.82,0.6399999999999999,0.9010465434193612,0.1318366074735856,0.0901380327343941,QQP,2,Qwen3-8B-Base,base_withoutConfidence,qwen,3,base,8
Qwen3-14B-Base_base_withoutConfidence,0.745,0.49,0.8769317463040351,0.1474637294463971,0.1384298774600029,QQP,2,Qwen3-14B-Base,base_withoutConfidence,qwen,3,base,14
Mistral-7B-v0.1_base_withoutConfidence,0.55,0.1,0.5529098245501518,0.0422865153741008,0.0470354726910591,QQP,2,Mistral-7B-v0.1,base_withoutConfidence,mistral,0.1,base,7
Mistral-7B-v0.2_base_withoutConfidence,0.545,0.09,0.5772262923419476,0.0515734288268836,0.0873003222048282,QQP,2,Mistral-7B-v0.2,base_withoutConfidence,mistral,0.2,base,7
Mistral-7B-v0.3_base_withoutConfidence,0.545,0.09,0.5772263026237487,0.0515734384277905,0.0873003226518631,QQP,2,Mistral-7B-v0.3,base_withoutConfidence,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_withoutConfidence,0.65,0.3,0.5639071995019913,0.0623072395211638,0.0860928004980087,QQP,2,Mistral-Nemo-Base-2407,base_withoutConfidence,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_withoutConfidence,0.63,0.26,0.5865436780452729,0.0841361513478721,0.051950300335884,QQP,2,Mixtral-8x7B-v0.1,base_withoutConfidence,mistral,0.1,base,13
Llama-2-7b-hf_base_withoutConfidence,0.485,-0.03,0.5212234129011631,0.034972340410997,0.0362234129011631,QQP,2,Llama-2-7b-hf,base_withoutConfidence,llama,2,base,7
Llama-2-13b-hf_base_withoutConfidence,0.515,0.03,0.5567235365509987,0.0495423897191115,0.053722770512104,QQP,2,Llama-2-13b-hf,base_withoutConfidence,llama,2,base,13
Llama-3.1-8B_base_withoutConfidence,0.57,0.1399999999999999,0.6230927306413651,0.0968255414202309,0.0582285296916961,QQP,2,Llama-3.1-8B,base_withoutConfidence,llama,3.1,base,8
Meta-Llama-3-8B_base_withoutConfidence,0.53,0.06,0.5831842696666718,0.0770179162047638,0.0531842696666717,QQP,2,Meta-Llama-3-8B,base_withoutConfidence,llama,3,base,8
Llama-3.2-3B_base_withoutConfidence,0.51,0.02,0.5653505176305771,0.0601920669643998,0.0624246829748153,QQP,2,Llama-3.2-3B,base_withoutConfidence,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_withoutConfidence,0.66,0.32,0.9848296701606338,0.0594383213278391,0.329131143646492,QQP,2,Qwen2.5-3B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_withoutConfidence,0.7712418300653595,0.542483660130719,0.992885847755014,0.0365279369870418,0.2310761083933098,QQP,2,Qwen2.5-7B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_withoutConfidence,0.8,0.6000000000000001,0.9945028796800908,0.042403854903736,0.1984262479817619,QQP,2,Qwen2.5-14B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_withoutConfidence,0.76,0.52,0.992321933333515,0.0465520623598575,0.2371657341762851,QQP,2,Qwen3-4B-Instruct-2507,instruct_withoutConfidence,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_withoutConfidence,0.535,0.07,0.6761429624689458,0.0798889584136322,0.1411429624689457,QQP,2,Mistral-7B-Instruct-v0.1,instruct_withoutConfidence,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_withoutConfidence,0.72,0.4399999999999999,0.9915442272803396,0.0435024694444843,0.2763100237909761,QQP,2,Mistral-7B-Instruct-v0.2,instruct_withoutConfidence,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_withoutConfidence,0.74,0.48,0.9608186058924584,0.0884851342297964,0.2298858758889534,QQP,2,Mistral-7B-Instruct-v0.3,instruct_withoutConfidence,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_withoutConfidence,0.5979899497487438,0.1959798994974875,0.7545912951287453,0.1586672776685846,0.1668517178440594,QQP,2,Mistral-Nemo-Instruct-2407,instruct_withoutConfidence,mistral,nemo,instruct,12
Llama-2-7b-chat-hf_instruct_withoutConfidence,0.51,0.02,0.98165617016329,0.0564270360162272,0.4764658324976041,QQP,2,Llama-2-7b-chat-hf,instruct_withoutConfidence,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_withoutConfidence,0.535,0.07,0.8594316511294159,0.1697857508906693,0.3244316511294159,QQP,2,Llama-2-13b-chat-hf,instruct_withoutConfidence,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_withoutConfidence,0.5326633165829145,0.0653266331658291,0.7742505455375792,0.13409997025821,0.2415872289546646,QQP,2,Meta-Llama-3.1-8B-Instruct,instruct_withoutConfidence,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_withoutConfidence,0.495,-0.01,0.9563723796944884,0.0565280132158706,0.46548348838681,QQP,2,Llama-3.2-3B-Instruct,instruct_withoutConfidence,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_withoutConfidence,0.55,0.1,0.8620871745962644,0.1614028106104257,0.3595596562434423,QQP,2,Meta-Llama-3-8B-Instruct,instruct_withoutConfidence,llama,3,instruct,8
